"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN009010100","BANGALORE, IN","2022-08-27","0.83","73","81","67"
"IN009010100","BANGALORE, IN","2022-08-28","0.59","75",,"67"
"IN009010100","BANGALORE, IN","2022-08-29","0.02","73","83",
"IN009010100","BANGALORE, IN","2022-08-30","3.70","75","84","68"
"IN009010100","BANGALORE, IN","2022-08-31","0.12","74","84","68"
"IN009010100","BANGALORE, IN","2022-09-01","0.00","74",,
"IN009010100","BANGALORE, IN","2022-09-02","0.47","74","83","68"
"IN009010100","BANGALORE, IN","2022-09-03","0.00","77","86","70"
"IN009010100","BANGALORE, IN","2022-09-04","1.61","75","86","69"
"IN009010100","BANGALORE, IN","2022-09-05","5.18","75","86","67"
"IN009010100","BANGALORE, IN","2022-09-06","1.57","74","88","68"
"IN009010100","BANGALORE, IN","2022-09-07","1.53","72","85","69"
"IN009010100","BANGALORE, IN","2022-09-08","0.16","72","79","68"
"IN009010100","BANGALORE, IN","2022-09-09","0.03","74",,"69"
"IN009010100","BANGALORE, IN","2022-09-10","0.00","73","81",
"IN009010100","BANGALORE, IN","2022-09-11","0.03","73","80","69"
"IN009010100","BANGALORE, IN","2022-09-12","0.03","73","83",
"IN009010100","BANGALORE, IN","2022-09-13","0.00","73","83","67"
"IN009010100","BANGALORE, IN","2022-09-14","0.12","73","82","68"
"IN009010100","BANGALORE, IN","2022-09-15","0.01","74","82","68"
"IN009010100","BANGALORE, IN","2022-09-16","0.00","75","82","68"
"IN009010100","BANGALORE, IN","2022-09-17",,"76",,"69"
"IN009010100","BANGALORE, IN","2022-09-18",,"76","85","69"
"IN009010100","BANGALORE, IN","2022-09-19","0.01","75","85","69"
"IN009010100","BANGALORE, IN","2022-09-20","0.00","74","83","66"
"IN009010100","BANGALORE, IN","2022-09-21",,"74","82","67"
"IN009010100","BANGALORE, IN","2022-09-22",,"75",,"66"
"IN009010100","BANGALORE, IN","2022-09-23",,"75","84","67"
"IN009010100","BANGALORE, IN","2022-09-24",,"74","84","69"
"IN009010100","BANGALORE, IN","2022-09-25",,"76","84","67"
"IN009010100","BANGALORE, IN","2022-09-26",,"73","85","70"
"IN009010100","BANGALORE, IN","2022-09-27",,"75","81","69"
"IN009010100","BANGALORE, IN","2022-09-28",,"75","82","70"
"IN009010100","BANGALORE, IN","2022-09-29",,"74","82","69"
"IN009010100","BANGALORE, IN","2022-09-30",,"71","81",
"IN009010100","BANGALORE, IN","2022-10-01","0.72","70","78","66"
"IN009010100","BANGALORE, IN","2022-10-02","0.00","73",,"65"
"IN009010100","BANGALORE, IN","2022-10-03",,"72","79","68"
"IN009010100","BANGALORE, IN","2022-10-04","0.02","74","80","69"
"IN009010100","BANGALORE, IN","2022-10-05","0.00","75","81","69"
"IN009010100","BANGALORE, IN","2022-10-06",,"74",,
"IN009010100","BANGALORE, IN","2022-10-07","0.00","75","81","67"
"IN009010100","BANGALORE, IN","2022-10-08",,"74","81","68"
"IN009010100","BANGALORE, IN","2022-10-09","0.00","73","82",
"IN009010100","BANGALORE, IN","2022-10-10","0.08","74",,"69"
"IN009010100","BANGALORE, IN","2022-10-11","1.11","75","83","71"
"IN009010100","BANGALORE, IN","2022-10-12","0.00","75","82","71"
"IN009010100","BANGALORE, IN","2022-10-13","0.16","75","84","69"
"IN009010100","BANGALORE, IN","2022-10-14","2.60","72","84","68"
"IN009010100","BANGALORE, IN","2022-10-15","1.81","74",,"68"
"IN009010100","BANGALORE, IN","2022-10-16","1.38","72","80","68"
"IN009010100","BANGALORE, IN","2022-10-17","0.00","76",,
"IN009010100","BANGALORE, IN","2022-10-18","0.01","74","83","69"
"IN009010100","BANGALORE, IN","2022-10-19","1.14","74",,"67"
"IN009010100","BANGALORE, IN","2022-10-20","2.40","74","86","67"
"IN009010100","BANGALORE, IN","2022-10-21","0.00","75","84","68"
"IN009010100","BANGALORE, IN","2022-10-22","0.00","74","82","67"
"IN009010100","BANGALORE, IN","2022-10-23","0.00","72","82","65"
"IN009010100","BANGALORE, IN","2022-10-24","0.00","71","83",
"IN009010100","BANGALORE, IN","2022-10-25",,"72","82","60"
"IN009010100","BANGALORE, IN","2022-10-26",,"73","84","61"
"IN009010100","BANGALORE, IN","2022-10-27",,"73","85","60"
"IN009010100","BANGALORE, IN","2022-10-28",,"73","85","66"
"IN009010100","BANGALORE, IN","2022-10-29",,"72","82","67"
"IN009010100","BANGALORE, IN","2022-10-30","0.42","73","80","66"
"IN009010100","BANGALORE, IN","2022-10-31","0.00","74","83","66"
"IN009010100","BANGALORE, IN","2022-11-01",,"71","85",
"IN009010100","BANGALORE, IN","2022-11-02","0.31","70","80","66"
"IN009010100","BANGALORE, IN","2022-11-03","0.13","70","75","67"
"IN009010100","BANGALORE, IN","2022-11-04","0.31","72","79","68"
"IN009010100","BANGALORE, IN","2022-11-05","0.00","73","81","67"
"IN009010100","BANGALORE, IN","2022-11-06","0.00","72","81","66"
"IN009010100","BANGALORE, IN","2022-11-07","0.17","72","82","65"
"IN009010100","BANGALORE, IN","2022-11-08","0.00","74","84","64"
"IN009010100","BANGALORE, IN","2022-11-09",,"72","84","65"
"IN009010100","BANGALORE, IN","2022-11-10",,"73","82","65"
"IN009010100","BANGALORE, IN","2022-11-11","0.00","69","83","67"
"IN009010100","BANGALORE, IN","2022-11-12","0.03","69","72","67"
"IN009010100","BANGALORE, IN","2022-11-13","0.90","70",,"67"
"IN009010100","BANGALORE, IN","2022-11-14","0.01","72",,"66"
"IN009010100","BANGALORE, IN","2022-11-15","0.03","73","83","66"
"IN009010100","BANGALORE, IN","2022-11-16","0.00","73",,"66"
"IN009010100","BANGALORE, IN","2022-11-17",,"70","83",
"IN009010100","BANGALORE, IN","2022-11-18",,"71","83","60"
"IN009010100","BANGALORE, IN","2022-11-19",,"69","82","60"
"IN009010100","BANGALORE, IN","2022-11-20",,"67","81","60"
"IN009010100","BANGALORE, IN","2022-11-21",,"71",,"57"
"IN009010100","BANGALORE, IN","2022-11-22","0.01","71","81",
"IN009010100","BANGALORE, IN","2022-11-23","0.00","71",,"69"
"IN009010100","BANGALORE, IN","2022-11-24","0.12","70","78","69"
"IN009010100","BANGALORE, IN","2022-11-25","0.24","72",,"65"
"IN009010100","BANGALORE, IN","2022-11-26","0.00","73","81","66"
"IN009010100","BANGALORE, IN","2022-11-27",,"74","83","68"
"IN009010100","BANGALORE, IN","2022-11-28",,"74","82","68"
"IN009010100","BANGALORE, IN","2022-11-29",,"72","83",
"IN009010100","BANGALORE, IN","2022-11-30",,"71","82","63"
"IN009010100","BANGALORE, IN","2022-12-01",,"70","83","64"
"IN009010100","BANGALORE, IN","2022-12-02",,"73",,"68"
"IN009010100","BANGALORE, IN","2022-12-03",,"74","83","67"
"IN009010100","BANGALORE, IN","2022-12-04",,"73","84","67"
"IN009010100","BANGALORE, IN","2022-12-05",,"73","83","65"
"IN009010100","BANGALORE, IN","2022-12-06",,"72","81",
"IN009010100","BANGALORE, IN","2022-12-07",,"70","81","64"
"IN009010100","BANGALORE, IN","2022-12-08",,"70","82","63"
"IN009010100","BANGALORE, IN","2022-12-09","0.00","66","79",
"IN009010100","BANGALORE, IN","2022-12-10","0.17","66","71","62"
"IN009010100","BANGALORE, IN","2022-12-11","1.61","68",,"64"
"IN009010100","BANGALORE, IN","2022-12-12","0.81","70",,"66"
"IN009010100","BANGALORE, IN","2022-12-13","0.36","70","75","67"
"IN009010100","BANGALORE, IN","2022-12-14","0.30","70","78","65"
"IN009010100","BANGALORE, IN","2022-12-15","0.00","69",,
"IN009010100","BANGALORE, IN","2022-12-16",,"71","82","59"
"IN009010100","BANGALORE, IN","2022-12-17",,"72","84",
"IN009010100","BANGALORE, IN","2022-12-18",,"71","83","65"
"IN009010100","BANGALORE, IN","2022-12-19",,"69","80","64"
"IN009010100","BANGALORE, IN","2022-12-20",,"71","79","62"
"IN009010100","BANGALORE, IN","2022-12-21",,"70","83",
"IN009010100","BANGALORE, IN","2022-12-22",,"69","82","58"
"IN009010100","BANGALORE, IN","2022-12-23",,"69","83",
"IN009010100","BANGALORE, IN","2022-12-24",,"69","85","57"
"IN009010100","BANGALORE, IN","2022-12-25",,"70","84","65"
"IN009010100","BANGALORE, IN","2022-12-26","0.15","71",,"68"
"IN009010100","BANGALORE, IN","2022-12-27","0.05","70","78","68"
"IN009010100","BANGALORE, IN","2022-12-28","0.00","73",,"66"
"IN009010100","BANGALORE, IN","2022-12-29",,"72","83",
"IN009010100","BANGALORE, IN","2022-12-30",,"71","83","61"
"IN009010100","BANGALORE, IN","2022-12-31",,"72","83","62"
"IN009010100","BANGALORE, IN","2023-01-01",,"72","84","61"
"IN009010100","BANGALORE, IN","2023-01-02",,"71","84","61"
"IN009010100","BANGALORE, IN","2023-01-03",,"70","82","61"
"IN009010100","BANGALORE, IN","2023-01-04",,"69","80","62"
"IN009010100","BANGALORE, IN","2023-01-05",,"69","79","62"
"IN009010100","BANGALORE, IN","2023-01-06",,"69",,"61"
"IN009010100","BANGALORE, IN","2023-01-07",,"70","80","61"
"IN009010100","BANGALORE, IN","2023-01-08",,"69","79","63"
"IN009010100","BANGALORE, IN","2023-01-09",,"68",,"58"
"IN009010100","BANGALORE, IN","2023-01-10",,"68","82","58"
"IN009010100","BANGALORE, IN","2023-01-11",,"69","82","55"
"IN009010100","BANGALORE, IN","2023-01-12",,"71","84","58"
"IN009010100","BANGALORE, IN","2023-01-13",,"70","86","56"
"IN009010100","BANGALORE, IN","2023-01-14",,"69","85","58"
"IN009010100","BANGALORE, IN","2023-01-15",,"71","86","55"
"IN009010100","BANGALORE, IN","2023-01-16",,"72","88","56"
"IN009010100","BANGALORE, IN","2023-01-17",,"70","87","58"
"IN009010100","BANGALORE, IN","2023-01-18",,"69","86","58"
"IN009010100","BANGALORE, IN","2023-01-19",,"70","85","58"
"IN009010100","BANGALORE, IN","2023-01-20",,"69","85","57"
"IN009010100","BANGALORE, IN","2023-01-21",,"69","80","62"
"IN009010100","BANGALORE, IN","2023-01-22",,"69","80","59"
"IN009010100","BANGALORE, IN","2023-01-23",,"69","81","61"
"IN009010100","BANGALORE, IN","2023-01-24",,"71",,
"IN009010100","BANGALORE, IN","2023-01-25",,"70",,"61"
"IN009010100","BANGALORE, IN","2023-01-26",,"71","85","60"
"IN009010100","BANGALORE, IN","2023-01-27",,"72","85","62"
"IN009010100","BANGALORE, IN","2023-01-28",,"71","85","58"
"IN009010100","BANGALORE, IN","2023-01-29",,"72","85","58"
"IN009010100","BANGALORE, IN","2023-01-30",,"73","85","64"
"IN009010100","BANGALORE, IN","2023-01-31",,"73",,
"IN009010100","BANGALORE, IN","2023-02-01",,"72","84","60"
"IN009010100","BANGALORE, IN","2023-02-02",,"70","84","64"
"IN009010100","BANGALORE, IN","2023-02-03",,"72","84",
"IN009010100","BANGALORE, IN","2023-02-04",,"75",,"65"
"IN009010100","BANGALORE, IN","2023-02-05",,"76","88","63"
"IN009010100","BANGALORE, IN","2023-02-06",,"75","90","63"
"IN009010100","BANGALORE, IN","2023-02-07",,"75","88","63"
"IN009010100","BANGALORE, IN","2023-02-08",,"76","89","65"
"IN009010100","BANGALORE, IN","2023-02-09",,"75","88","63"
"IN009010100","BANGALORE, IN","2023-02-10",,"75","88","63"
"IN009010100","BANGALORE, IN","2023-02-11",,"74","88","60"
"IN009010100","BANGALORE, IN","2023-02-12",,"76","89","61"
"IN009010100","BANGALORE, IN","2023-02-13",,"76","91","61"
"IN009010100","BANGALORE, IN","2023-02-14",,"75","90","60"
"IN009010100","BANGALORE, IN","2023-02-15",,"75","89",
"IN009010100","BANGALORE, IN","2023-02-16",,"76","90","61"
"IN009010100","BANGALORE, IN","2023-02-17",,"75","90","62"
"IN009010100","BANGALORE, IN","2023-02-18",,"76","88","63"
"IN009010100","BANGALORE, IN","2023-02-19",,"76","89","63"
"IN009010100","BANGALORE, IN","2023-02-20",,"75","89","64"
"IN009010100","BANGALORE, IN","2023-02-21",,"77","88","62"
"IN009010100","BANGALORE, IN","2023-02-22",,"77",,
"IN009010100","BANGALORE, IN","2023-02-23",,"75","90","61"
"IN009010100","BANGALORE, IN","2023-02-24",,"76",,"62"
"IN009010100","BANGALORE, IN","2023-02-25",,"77","91","60"
"IN009010100","BANGALORE, IN","2023-02-26",,"78",,"64"
"IN009010100","BANGALORE, IN","2023-02-27",,"74","88","61"
"IN009010100","BANGALORE, IN","2023-02-28",,"75","87","61"
"IN009010100","BANGALORE, IN","2023-03-01",,"76",,
"IN009010100","BANGALORE, IN","2023-03-02",,"75","88","64"
"IN009010100","BANGALORE, IN","2023-03-03",,"77","89",
"IN009010100","BANGALORE, IN","2023-03-04",,"78",,"62"
"IN009010100","BANGALORE, IN","2023-03-05",,"77","90","66"
"IN009010100","BANGALORE, IN","2023-03-06",,"77","90","63"
"IN009010100","BANGALORE, IN","2023-03-07",,"76","90","62"
"IN009010100","BANGALORE, IN","2023-03-08",,"77","89","66"
"IN009010100","BANGALORE, IN","2023-03-09",,"76","87","65"
"IN009010100","BANGALORE, IN","2023-03-10",,"76",,"63"
"IN009010100","BANGALORE, IN","2023-03-11",,"75","87","63"
"IN009010100","BANGALORE, IN","2023-03-12",,"77","89","63"
"IN009010100","BANGALORE, IN","2023-03-13",,"79","90","67"
"IN009010100","BANGALORE, IN","2023-03-14",,"80","91","66"
"IN009010100","BANGALORE, IN","2023-03-15",,"80","92","68"
"IN009010100","BANGALORE, IN","2023-03-16",,"78","92",
"IN009010100","BANGALORE, IN","2023-03-17","0.12","76","91","68"
"IN009010100","BANGALORE, IN","2023-03-18","0.20","78","89","68"
"IN009010100","BANGALORE, IN","2023-03-19","0.00","79",,"70"
"IN009010100","BANGALORE, IN","2023-03-20","0.00","80","91","70"
"IN009010100","BANGALORE, IN","2023-03-21",,"79",,"68"
"IN009010100","BANGALORE, IN","2023-03-22",,"82",,"68"
"IN009010100","BANGALORE, IN","2023-03-23",,"81","93","72"
"IN009010100","BANGALORE, IN","2023-03-24",,"82","94","73"
"IN009010100","BANGALORE, IN","2023-03-25",,"81","94","73"
"IN009010100","BANGALORE, IN","2023-03-26",,"82",,
"IN009010100","BANGALORE, IN","2023-03-27","0.01","81",,"72"
"IN009010100","BANGALORE, IN","2023-03-28","0.00","83",,"71"
"IN009010100","BANGALORE, IN","2023-03-29",,"81","96","74"
"IN009010100","BANGALORE, IN","2023-03-30","0.00","80","93",
"IN009010100","BANGALORE, IN","2023-03-31","0.00","83","93","72"
"IN009010100","BANGALORE, IN","2023-04-01","0.00","83","95","74"
"IN009010100","BANGALORE, IN","2023-04-02",,"83","93","74"
"IN009010100","BANGALORE, IN","2023-04-03",,"81","94","72"
"IN009010100","BANGALORE, IN","2023-04-04",,"79",,
"IN009010100","BANGALORE, IN","2023-04-05","0.00","80",,"71"
"IN009010100","BANGALORE, IN","2023-04-06",,"82","95","73"
"IN009010100","BANGALORE, IN","2023-04-07","0.00","81","93","72"
"IN009010100","BANGALORE, IN","2023-04-08",,"81","91","71"
"IN009010100","BANGALORE, IN","2023-04-09",,"81",,"69"
"IN009010100","BANGALORE, IN","2023-04-10",,"82","94","70"
"IN009010100","BANGALORE, IN","2023-04-11",,"84",,"69"
"IN009010100","BANGALORE, IN","2023-04-12",,"85","96","71"
"IN009010100","BANGALORE, IN","2023-04-13",,"86",,"68"
"IN009010100","BANGALORE, IN","2023-04-14",,"85","98","71"
"IN009010100","BANGALORE, IN","2023-04-15",,"83","97","72"
"IN009010100","BANGALORE, IN","2023-04-16",,"83",,"67"
"IN009010100","BANGALORE, IN","2023-04-17",,"82","97","69"
"IN009010100","BANGALORE, IN","2023-04-18",,"84","96","70"
"IN009010100","BANGALORE, IN","2023-04-19",,"85","98","72"
"IN009010100","BANGALORE, IN","2023-04-20",,"86","97","74"
"IN009010100","BANGALORE, IN","2023-04-21",,"80","97",
"IN009010100","BANGALORE, IN","2023-04-22","0.28","82","95","72"
"IN009010100","BANGALORE, IN","2023-04-23","0.00","85","95","74"
"IN009010100","BANGALORE, IN","2023-04-24",,"82","95","72"
"IN009010100","BANGALORE, IN","2023-04-25",,"80","93","73"
"IN009010100","BANGALORE, IN","2023-04-26",,"82","92","75"
"IN009010100","BANGALORE, IN","2023-04-27",,"82","91","74"
"IN009010100","BANGALORE, IN","2023-04-28",,"83","92","72"
"IN009010100","BANGALORE, IN","2023-04-29",,"78","94","72"
"IN009010100","BANGALORE, IN","2023-04-30",,"79","88","72"
"IN009010100","BANGALORE, IN","2023-05-01","1.02","76","90","71"
"IN009010100","BANGALORE, IN","2023-05-02","1.06","78","88","70"
"IN009010100","BANGALORE, IN","2023-05-03","0.03","76","87","71"
"IN009010100","BANGALORE, IN","2023-05-04","0.55","76",,"70"
"IN009010100","BANGALORE, IN","2023-05-05","1.57","77","87","69"
"IN009010100","BANGALORE, IN","2023-05-06","0.00","76",,
"IN009010100","BANGALORE, IN","2023-05-07","0.10","76","85","70"
"IN009010100","BANGALORE, IN","2023-05-08","0.24","76",,"71"
"IN009010100","BANGALORE, IN","2023-05-09","0.20","79",,"69"
"IN009010100","BANGALORE, IN","2023-05-10","0.02","82","90","72"
"IN009010100","BANGALORE, IN","2023-05-11","0.00","79","92",
"IN009010100","BANGALORE, IN","2023-05-12","0.53","78","92","70"
"IN009010100","BANGALORE, IN","2023-05-13","0.00","79","90","73"
"IN009010100","BANGALORE, IN","2023-05-14",,"81",,"72"
"IN009010100","BANGALORE, IN","2023-05-15",,"82","91","73"
"IN009010100","BANGALORE, IN","2023-05-16",,"83",,"73"
"IN009010100","BANGALORE, IN","2023-05-17",,"85","95","74"
"IN009010100","BANGALORE, IN","2023-05-18","0.00","85","96","77"
"IN009010100","BANGALORE, IN","2023-05-19",,"85","96","74"
"IN009010100","BANGALORE, IN","2023-05-20","0.00","77","96",
"IN009010100","BANGALORE, IN","2023-05-21","1.18","76","94","70"
"IN009010100","BANGALORE, IN","2023-05-22","1.24","77","92","70"
"IN009010100","BANGALORE, IN","2023-05-23","0.64","80","90",
"IN009010100","BANGALORE, IN","2023-05-24","1.02","78","92","68"
"IN009010100","BANGALORE, IN","2023-05-25","0.06","78","90","71"
"IN009010100","BANGALORE, IN","2023-05-26","0.00","79","90","72"
"IN009010100","BANGALORE, IN","2023-05-27",,"80","89","71"
"IN009010100","BANGALORE, IN","2023-05-28","0.00","81","90",
"IN009010100","BANGALORE, IN","2023-05-29",,"81","92","74"
"IN009010100","BANGALORE, IN","2023-05-30","0.00","75","92",
"IN009010100","BANGALORE, IN","2023-05-31","2.57","78","88","67"
"IN009010100","BANGALORE, IN","2023-06-01","0.00","79","89","70"
"IN009010100","BANGALORE, IN","2023-06-02","0.00","80","89","73"
"IN009010100","BANGALORE, IN","2023-06-03",,"81",,"73"
"IN009010100","BANGALORE, IN","2023-06-04",,"80","92","73"
"IN009010100","BANGALORE, IN","2023-06-05",,"80",,"72"
"IN009010100","BANGALORE, IN","2023-06-06",,"79","89","72"
"IN009010100","BANGALORE, IN","2023-06-07",,"79","90","72"
"IN009010100","BANGALORE, IN","2023-06-08",,"79","90","72"
"IN009010100","BANGALORE, IN","2023-06-09",,"79","90","72"
"IN009010100","BANGALORE, IN","2023-06-10",,"77","90","70"
"IN009010100","BANGALORE, IN","2023-06-11","0.00","78","88","70"
"IN009010100","BANGALORE, IN","2023-06-12","0.02","78",,"71"
"IN009010100","BANGALORE, IN","2023-06-13","0.83","78","91","71"
"IN009010100","BANGALORE, IN","2023-06-14","0.00","78",,"71"
"IN009010100","BANGALORE, IN","2023-06-15","0.08","80","90","71"
"IN009010100","BANGALORE, IN","2023-06-16","0.00","80","89","71"
"IN009010100","BANGALORE, IN","2023-06-17",,"80","90","72"
"IN009010100","BANGALORE, IN","2023-06-18",,"76","89","73"
"IN009010100","BANGALORE, IN","2023-06-19","0.00","77","83","71"
"IN009010100","BANGALORE, IN","2023-06-20","0.07","73","83",
"IN009010100","BANGALORE, IN","2023-06-21","0.74","74",,"71"
"IN009010100","BANGALORE, IN","2023-06-22","0.12","77",,"70"
"IN009010100","BANGALORE, IN","2023-06-23","0.30","76","87","70"
"IN009010100","BANGALORE, IN","2023-06-24","0.01","74","84","70"
"IN009010100","BANGALORE, IN","2023-06-25","0.02","76","84","70"
"IN009010100","BANGALORE, IN","2023-06-26","0.28","75","84","70"
"IN009010100","BANGALORE, IN","2023-06-27","0.00","75",,"69"
"IN009010100","BANGALORE, IN","2023-06-28","0.08","75","85","69"
"IN009010100","BANGALORE, IN","2023-06-29","0.00","74",,"69"
"IN009010100","BANGALORE, IN","2023-06-30","0.08","77",,"70"
"IN009010100","BANGALORE, IN","2023-07-01","0.00","78",,"71"
"IN009010100","BANGALORE, IN","2023-07-02","0.00","75","87",
"IN009010100","BANGALORE, IN","2023-07-03","0.72","75",,
"IN009010100","BANGALORE, IN","2023-07-04","0.16","73","86","69"
"IN009010100","BANGALORE, IN","2023-07-05","0.05","73","81","68"
"IN009010100","BANGALORE, IN","2023-07-06","0.01","73","80","69"
"IN009010100","BANGALORE, IN","2023-07-07","0.01","73","80","69"
"IN009010100","BANGALORE, IN","2023-07-08","0.31","72","81","69"
"IN009010100","BANGALORE, IN","2023-07-09","0.30","75",,"70"
"IN009010100","BANGALORE, IN","2023-07-10","0.04","74","81","70"
"IN009010100","BANGALORE, IN","2023-07-11","0.41","73","83",
"IN009010100","BANGALORE, IN","2023-07-12","0.59","74","81","69"
"IN009010100","BANGALORE, IN","2023-07-13","0.47","73","83",
"IN009010100","BANGALORE, IN","2023-07-14","0.98","74","81","68"
"IN009010100","BANGALORE, IN","2023-07-15","0.05","76",,"69"
"IN009010100","BANGALORE, IN","2023-07-16","0.08","75","84","71"
"IN009010100","BANGALORE, IN","2023-07-17","0.00","75","83","70"
"IN009010100","BANGALORE, IN","2023-07-18","0.01","75","83","69"
"IN009010100","BANGALORE, IN","2023-07-19","0.00","74","84","69"
"IN009010100","BANGALORE, IN","2023-07-20","0.00","76",,"69"
"IN009010100","BANGALORE, IN","2023-07-21",,"75","84","71"
"IN009010100","BANGALORE, IN","2023-07-22","0.00","73","83",
"IN009010100","BANGALORE, IN","2023-07-23","0.01","72","80",
"IN009010100","BANGALORE, IN","2023-07-24","0.28","70","80","68"
"IN009010100","BANGALORE, IN","2023-07-25","0.28","71","77","68"
"IN009010100","BANGALORE, IN","2023-07-26","0.48","70","76","67"
"IN009010100","BANGALORE, IN","2023-07-27","0.27","74",,"66"
"IN009010100","BANGALORE, IN","2023-07-28","0.00","74",,"67"
"IN009010100","BANGALORE, IN","2023-07-29","0.08","73","83","68"
"IN009010100","BANGALORE, IN","2023-07-30","0.02","76",,"68"
"IN009010100","BANGALORE, IN","2023-07-31","0.00","76","85","69"
"IN009010100","BANGALORE, IN","2023-08-01","0.00","75","85","69"
"IN009010100","BANGALORE, IN","2023-08-02","0.00","75",,"65"
"IN009010100","BANGALORE, IN","2023-08-03",,"75","83","68"
"IN009010100","BANGALORE, IN","2023-08-04","0.00","76",,"68"
"IN009010100","BANGALORE, IN","2023-08-05","0.00","76","86","69"
"IN009010100","BANGALORE, IN","2023-08-06","0.01","76","84","70"
"IN009010100","BANGALORE, IN","2023-08-07","0.09","76","86","69"
"IN009010100","BANGALORE, IN","2023-08-08","0.00","76","85","69"
"IN009010100","BANGALORE, IN","2023-08-09","0.05","77",,"69"
"IN009010100","BANGALORE, IN","2023-08-10","0.00","78","87","71"
"IN009010100","BANGALORE, IN","2023-08-11",,"78","86","72"
"IN009010100","BANGALORE, IN","2023-08-12",,"79","87","72"
"IN009010100","BANGALORE, IN","2023-08-13",,"77","88","70"
"IN009010100","BANGALORE, IN","2023-08-14",,"78","87",
"IN009010100","BANGALORE, IN","2023-08-15",,"79","86","70"
"IN009010100","BANGALORE, IN","2023-08-16",,"79","88","70"
"IN009010100","BANGALORE, IN","2023-08-17","0.00","78","89","71"
"IN009010100","BANGALORE, IN","2023-08-18","0.00","76","88","70"
"IN009010100","BANGALORE, IN","2023-08-19","0.00","74","85",
"IN009010100","BANGALORE, IN","2023-08-20","0.32","76","84","68"
"IN009010100","BANGALORE, IN","2023-08-21","0.00","78",,"70"
"IN009010100","BANGALORE, IN","2023-08-22",,"79","87","71"
"IN009010100","BANGALORE, IN","2023-08-23",,"79","88","72"
"IN009010100","BANGALORE, IN","2023-08-24","0.00","77","89","71"
"IN009010100","BANGALORE, IN","2023-08-25",,"79",,"69"
"IN009010100","BANGALORE, IN","2023-08-26",,"79","90","71"
"IN009010100","BANGALORE, IN","2023-08-27",,"79","89","72"
"IN009010100","BANGALORE, IN","2023-08-28","0.00","81",,"71"
"IN009010100","BANGALORE, IN","2023-08-29",,"79","91","73"
"IN009010100","BANGALORE, IN","2023-08-30",,"81",,"71"
"IN009010100","BANGALORE, IN","2023-08-31","0.02","77","90",
"IN009010100","BANGALORE, IN","2023-09-01","3.50","77","88",
"IN009010100","BANGALORE, IN","2023-09-02","0.00","77","85","72"
"IN009010100","BANGALORE, IN","2023-09-03","0.07","76","85","71"
"IN009010100","BANGALORE, IN","2023-09-04","0.01","73","83","70"
"IN009010100","BANGALORE, IN","2023-09-05","0.00","73",,"69"
"IN009010100","BANGALORE, IN","2023-09-06","0.99","74","81","69"
"IN009010100","BANGALORE, IN","2023-09-07","0.00","75","84","70"
"IN009010100","BANGALORE, IN","2023-09-08","0.17","75","84","70"
"IN009010100","BANGALORE, IN","2023-09-09","0.00","77",,"69"
"IN009010100","BANGALORE, IN","2023-09-10",,"76","87","70"
"IN009010100","BANGALORE, IN","2023-09-11",,"75","85","70"
"IN009010100","BANGALORE, IN","2023-09-12",,"76",,"69"
"IN009010100","BANGALORE, IN","2023-09-13",,"75","87",
"IN009010100","BANGALORE, IN","2023-09-14",,"74","85","68"
"IN009010100","BANGALORE, IN","2023-09-15","0.00","75","82","69"
"IN009010100","BANGALORE, IN","2023-09-16","0.06","75","82","70"
"IN009010100","BANGALORE, IN","2023-09-17","0.00","76",,"70"
"IN009010100","BANGALORE, IN","2023-09-18","0.36","74","85","69"
"IN009010100","BANGALORE, IN","2023-09-19","0.87","79",,"70"
"IN009010100","BANGALORE, IN","2023-09-20","0.05","75","86","69"
"IN009010100","BANGALORE, IN","2023-09-21","0.42","75","86","69"
"IN009010100","BANGALORE, IN","2023-09-22","0.80","76","86","69"
"IN009010100","BANGALORE, IN","2023-09-23","0.05","78","86","71"
"IN009010100","BANGALORE, IN","2023-09-24","0.24","76",,
"IN009010100","BANGALORE, IN","2023-09-25","0.24","74","86","70"
"IN009010100","BANGALORE, IN","2023-09-26","0.89","73","83","70"
"IN009010100","BANGALORE, IN","2023-09-27","0.07","75",,
"IN009010100","BANGALORE, IN","2023-09-28","0.00","73",,
"IN009010100","BANGALORE, IN","2023-09-29","0.20","75",,
"IN009010100","BANGALORE, IN","2023-09-30","0.00","74",,
"IN009010100","BANGALORE, IN","2023-10-01","0.02","75","83","70"
"IN009010100","BANGALORE, IN","2023-10-02","0.00","76","85","68"
"IN009010100","BANGALORE, IN","2023-10-03",,"77","85","69"
"IN009010100","BANGALORE, IN","2023-10-04",,"77","86","70"
"IN009010100","BANGALORE, IN","2023-10-05","0.00","79","86","71"
"IN009010100","BANGALORE, IN","2023-10-06",,"77","87","71"
"IN009010100","BANGALORE, IN","2023-10-07",,"78","86","71"
"IN009010100","BANGALORE, IN","2023-10-08",,"77","85","71"
"IN009010100","BANGALORE, IN","2023-10-09","0.55","74","86",
"IN009010100","BANGALORE, IN","2023-10-10","2.60","76",,
"IN009010100","BANGALORE, IN","2023-10-11","0.04","74","85","70"
"IN009010100","BANGALORE, IN","2023-10-12","0.18","75","83",
"IN009010100","BANGALORE, IN","2023-10-13","0.00","75",,
"IN009010100","BANGALORE, IN","2023-10-14",,"76",,
