"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-01",,"71",,"60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-02",,"69","81","55"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-03",,"70","82","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-04",,"69","82","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-05",,"69","82","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-06",,"71","83","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-07",,"69","83","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-08",,"68","81","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-09",,"67","81","54"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-10",,"67","81","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-11",,"68","81","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-12",,"68","81","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-13",,"67","81","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-14",,"68","82","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-15",,"67","82","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-16",,"69","82","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-17",,"68","83","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-18",,"72","83","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-19",,"70","81","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-20","0.00","70","78","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-21","0.20","72","84","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-22","0.00","69","84","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-23",,"70","80","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-24",,"71","81","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-25",,"68","83",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-26",,"73","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-27",,"73","85","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-28",,"73","87","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-29",,"73","87","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-30",,"71","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-01-31",,"74",,"60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-01",,"72","89","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-02",,"73","89","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-03",,"73","89","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-04",,"73","87","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-08",,"74","87","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-09",,"74","87","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-10",,"75","88","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-11",,"76","89","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-12",,"75","89","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-13",,"75","88",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-14",,"78","92","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-15",,"70","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-16",,"74","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-17",,"72","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-18",,"74","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-19",,"77","88","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-20",,"77","90","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-21",,"79","93","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-22",,"82","95","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-23",,"76","95","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-24",,"77","92","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-25",,"78","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-26",,"75","91","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-27",,"75","87","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-28",,"78",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-02-29",,"79","94","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-01",,"79",,"64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-02",,"75","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-03",,"76","89","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-04",,"76","91","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-05",,"75","91","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-06",,"76","91","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-07",,"75","91","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-08",,"76","92","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-09",,"77","94","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-10",,"78","94","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-11",,"80","95","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-12",,"81","95","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-13",,"82","94","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-14",,"82","93","75"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-16",,"82","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-17","0.06","83","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-18","0.00","83","94","75"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-19",,"82","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-20",,"83","96","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-21",,"88",,"74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-22",,"84","96","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-24",,"83","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-25",,"80","93","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-26",,"80","94","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-27",,"80","94","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-28",,"80","93","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-29",,"80","93","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-30",,"80","92","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-03-31",,"81","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-01",,"81","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-02",,"82","94","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-03",,"83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-04",,"83","96","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-05",,"83","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-06",,"83","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-07",,"83","95","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-08","0.01","83","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-09","0.00","82","95","75"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-10",,"83","94","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-11",,"84","96","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-12",,"85","98","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-13",,"86","98","77"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-14",,"87","98","77"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-15",,"87","98","77"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-16",,"85","98","76"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-17",,"85","97","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-18",,"83","97","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-19",,"84","96","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-20",,"85","97","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-21",,"86","98","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-22",,"85","98","75"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-23",,"87","100","77"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-24",,"87","100","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-25",,"85","100","76"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-26","0.01","85","97","76"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-27","0.00","85","97","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-28",,"85","97","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-29",,"85","97","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-04-30",,"88","97","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-01",,"86","98","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-02",,"83","98","75"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-03","0.00","85","98","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-04",,"85","97","76"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-05",,"81","96",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-06","0.06","77","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-07","1.22","80","94","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-08","0.42","78","92",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-09","0.17","81","92","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-10","0.00","81","92","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-11",,"81","92","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-12",,"82",,"74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-13",,"84","95","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-14",,"82","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-15","0.01","84","95","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-16","0.00","81","93","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-17",,"78","86",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-18","0.01","76","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-19","1.04","77","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-20","1.61","79","87","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-21","0.00","81","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-22",,"81","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-23",,"84","93","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-24",,"83",,"73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-25",,"83","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-26",,"83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-27",,"80","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-28","0.15","77","90",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-29","0.52","76","92","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-30","0.00","79","89","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-05-31","0.03","77","89","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-01","0.07","80","91","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-02","0.00","76","83",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-03",,"77","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-04","0.85","75","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-05","0.00","75","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-06","0.00","79","88","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-07","2.16","78","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-08","0.00","75","87","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-09","0.31","76","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-10","0.00","73","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-11","0.08","76","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-12","0.04","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-13","0.00","74","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-14","0.66","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-15","0.00","73","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-16","0.22","76","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-17","0.15","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-18","0.00","76","84","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-19","0.02","75","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-20","0.03","74","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-21","0.00","73","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-22","0.02","74","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-23","0.80","72","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-24","0.04","72","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-25","0.22","71","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-26","0.17","75","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-27","0.00","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-28","0.18","73","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-29","0.10","70","80","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-06-30","0.11","73","78","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-01","0.00","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-02","0.01","75","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-03","0.00","73","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-04",,"73","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-05","0.01","75","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-06","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-07","0.18","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-08","0.01","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-09","0.00","73","81","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-10","0.06","74","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-11","0.00","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-12","0.02","75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-13","0.00","75","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-14",,"77","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-15",,"77","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-16","0.06","76","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-17","0.00","75","86",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-18","0.01","75","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-19","0.00","74","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-20","0.01","72","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-21","0.36","73","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-22","0.29","72","83",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-23","0.00","73","81","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-24","0.03","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-25","0.38","75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-26","0.76","75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-27","0.65","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-28","0.49","74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-29","2.78","71","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-30","0.06","72","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-07-31","0.33","73","81","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-01","0.00","73","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-02",,"74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-03",,"73","84","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-04",,"73","81","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-05",,"74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-06",,"74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-07",,"74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-08",,"75","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-09",,"74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-10",,"76","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-11",,"76","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-12",,"74","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-13","0.03","75","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-14","0.01","74","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-15","0.12","74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-16","0.02","73","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-17","0.33","73","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-18","0.00","75","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-19",,"76","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-20",,"76","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-21","0.02","76","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-22","0.12","77","86","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-23","0.00","76","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-24","0.02","76","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-25","0.00","75","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-26","0.46","74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-27","0.02","74","84","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-28","0.28","74","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-29","0.00","75","82","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-30","0.02","74","81","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-08-31","1.16","72","81","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-01","0.23","74","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-02","0.00","73","81","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-03",,"74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-04",,"73","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-05","0.13","73","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-06","0.00","72","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-07","0.00","74","83","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-08",,"74","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-09",,"75","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-10","0.51","76","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-11","0.44","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-12","0.02","75","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-13","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-14",,"75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-15","0.03","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-16","0.50","73","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-17","0.00","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-18",,"75","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-19",,"76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-20",,"74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-21","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-22","0.00","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-23",,"72","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-24","0.07","71","80","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-25","0.00","73","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-26","0.00","75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-27",,"75","84","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-28","0.46","75","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-29","0.16","75","85","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-09-30","0.03","75","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-01","0.00","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-02",,"74","85","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-03",,"77","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-04",,"77","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-05",,"79","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-06",,"78","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-07",,"75","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-08",,"76","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-09",,"75","89","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-10","0.01","75","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-11","0.00","74","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-12","0.49","75","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-13","0.24","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-14","0.00","76","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-15",,"76","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-16",,"76","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-17",,"76","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-18",,"77","87","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-19",,"78","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-20",,"77","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-21",,"76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-22",,"76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-23",,"75","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-24",,"76","86","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-25",,"77","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-26",,"75","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-27",,"76","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-28",,"77","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-29",,"79","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-30",,"76","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-10-31",,"75","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-01",,"75","87","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-02","0.01","75","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-03","0.00","77","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-04",,"78","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-05",,"77","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-06",,"76","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-07",,"75","86","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-08",,"74","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-09",,"71","85","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-10",,"72","84","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-11",,"73","86","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-12",,"74","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-13",,"75","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-14",,"75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-15",,"75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-16",,"75","87","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-17",,"75","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-18",,"73","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-19",,"73","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-20",,"74","86","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-21",,"72","86","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-22",,"73","87","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-23",,"75","87","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-24",,"70","87","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-25",,"72","87","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-27",,"73","88","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-28",,"76","89","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-29",,"72","89","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-11-30",,"71","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-01",,"71","84","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-02","0.13","69","80","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-03","0.21","70","79","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-04","0.00","72","83","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-05","0.00","74","83","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-06","0.00","71","83","65"
